id,cluster,client,skill,demand,consultant,priority
1,C25,V1,S4,5,,4
2,C28,V2,S15,3,,4
3,C2,V3,S14,6,,5
4,C16,V4,S19,5,,1
5,C7,V5,S5,6,,1
6,C4,V6,S2,6,,1
7,C29,V7,S27,4,,3
8,C21,V8,S17,4,,4
9,C23,V9,S27,3,,4
10,C22,V10,S8,3,,5
11,C8,V11,S21,3,,3
12,C26,V12,S11,4,,3
13,C30,V13,S16,3,,4
14,C21,V14,S24,5,,2
15,C7,V15,S3,4,,5
16,C15,V16,S13,1,,2
17,C10,V17,S9,3,,1
18,C28,V18,S6,4,,4
19,C6,V19,S2,3,,2
20,C2,V20,S9,4,,3
21,C15,V21,S2,2,,4
22,C24,V22,S21,3,,5
23,C1,V23,S8,3,,1
24,C30,V24,S1,1,,3
25,C23,V25,S26,6,,2
26,C21,V26,S30,2,,2
27,C4,V27,S18,4,,4
28,C5,V28,S4,4,,4
29,C13,V29,S30,6,,4
30,C11,V30,S25,4,,4
31,C10,V31,S24,5,,2
32,C5,V32,S24,5,,5
33,C29,V33,S22,4,,2
34,C5,V34,S23,2,,2
35,C25,V35,S18,5,,3
36,C19,V36,S20,6,,3
37,C18,V37,S18,4,,5
38,C22,V38,S29,6,,4
39,C25,V39,S17,4,,5
40,C14,V40,S7,6,,3
41,C23,V41,S17,3,,5
42,C12,V42,S11,4,,1
43,C27,V43,S6,4,,2
44,C27,V44,S6,3,,3
45,C24,V45,S17,6,,1
46,C6,V46,S22,6,,4
47,C2,V47,S14,4,,5
48,C19,V48,S13,2,,3
49,C14,V49,S30,6,,1
50,C7,V50,S25,2,,1
51,C28,V51,S28,4,,2
52,C26,V52,S11,3,,4
53,C19,V53,S3,1,,5
54,C26,V54,S13,3,,4
55,C28,V55,S15,5,,4
56,C8,V56,S6,2,,5
57,C25,V57,S27,6,,1
58,C9,V58,S23,3,,5
59,C6,V59,S1,2,,5
60,C14,V60,S15,2,,4
61,C1,V61,S18,3,,1
62,C15,V62,S27,4,,4
63,C23,V63,S26,1,,5
64,C20,V64,S15,1,,1
65,C29,V65,S16,4,,5
66,C14,V66,S24,6,,2
67,C30,V67,S23,6,,2
68,C3,V68,S27,2,,1
69,C11,V69,S17,5,,2
70,C14,V70,S16,6,,3
71,C17,V71,S12,3,K33,3
72,C20,V72,S7,2,K36,4
73,C2,V73,S29,2,K5,3
74,C11,V74,S6,3,K20,3
75,C4,V75,S23,4,K38,5
76,C8,V76,S27,4,K28,2
77,C23,V77,S8,1,K26,1
78,C11,V78,S24,4,K10,2
79,C3,V79,S4,4,K33,3
80,C13,V80,S11,3,K30,4
