id,cluster,client,skill,demand,consultant,priority
1,C5,V1,S4,3,,3
2,C2,V2,S2,2,,5
3,C1,V3,S7,4,,2
4,C2,V4,S9,2,,4
5,C4,V5,S3,2,,2
6,C4,V6,S5,1,,4
7,C2,V7,S2,4,,5
8,C5,V8,S1,5,,4
9,C3,V9,S7,6,,3
10,C4,V10,S1,6,,2
11,C6,V11,S9,4,,2
12,C10,V12,S4,2,,3
13,C8,V13,S10,2,,2
14,C6,V14,S4,6,,4
15,C1,V15,S1,3,,1
16,C10,V16,S7,4,,4
17,C9,V17,S6,4,,1
18,C8,V18,S7,2,,2
19,C9,V19,S1,1,,5
20,C3,V20,S3,1,,4
21,C5,V21,S6,1,,5
22,C7,V22,S8,5,,1
23,C4,V23,S1,1,,3
24,C1,V24,S7,6,,3
25,C10,V25,S10,4,,5
26,C8,V26,S2,4,,5
27,C9,V27,S2,2,,4
28,C4,V28,S5,2,,5
29,C1,V29,S4,1,,1
30,C10,V30,S4,1,,2
31,C7,V31,S4,2,,5
32,C8,V32,S8,4,,1
33,C10,V33,S4,5,,5
34,C2,V34,S10,4,,3
35,C10,V35,S5,3,,4
36,C8,V36,S8,6,,4
37,C5,V37,S1,6,,1
38,C7,V38,S10,3,,2
39,C4,V39,S2,2,,4
40,C10,V40,S6,2,,3
41,C6,V41,S2,4,,1
42,C5,V42,S9,3,,4
43,C4,V43,S1,4,K20,5
44,C9,V44,S1,6,K20,5
45,C6,V45,S4,5,K15,2
