id,cluster,client,skill,demand,consultant,priority
1,C6,V1,S21,2,,3
2,C14,V2,S17,2,,5
3,C14,V3,S25,6,,2
4,C20,V4,S30,2,,1
5,C13,V5,S4,1,,3
6,C28,V6,S24,4,,4
7,C22,V7,S3,2,,2
8,C9,V8,S19,1,,1
9,C2,V9,S11,6,,4
10,C5,V10,S10,2,,2
11,C9,V11,S30,6,,1
12,C2,V12,S19,1,,5
13,C20,V13,S14,3,,5
14,C7,V14,S15,3,,3
15,C8,V15,S13,5,,1
16,C9,V16,S30,1,,5
17,C1,V17,S13,6,,1
18,C5,V18,S1,1,,1
19,C9,V19,S16,4,,5
20,C18,V20,S15,6,,4
21,C10,V21,S12,5,,5
22,C20,V22,S8,4,,4
23,C25,V23,S4,4,,2
24,C20,V24,S6,3,,4
25,C7,V25,S23,5,,3
26,C16,V26,S6,1,,2
27,C19,V27,S6,1,,2
28,C10,V28,S26,2,,1
29,C6,V29,S12,4,,5
30,C17,V30,S18,2,,5
31,C8,V31,S7,5,,1
32,C20,V32,S12,6,,4
33,C5,V33,S7,4,,1
34,C6,V34,S30,1,,3
35,C29,V35,S28,5,,1
36,C2,V36,S13,3,,1
37,C27,V37,S26,4,,2
38,C4,V38,S28,6,,4
39,C3,V39,S19,3,,5
40,C1,V40,S24,2,,3
41,C12,V41,S29,3,,4
42,C3,V42,S4,5,,3
43,C11,V43,S7,2,,3
44,C6,V44,S10,4,,4
45,C15,V45,S8,4,,5
46,C5,V46,S16,3,,4
47,C5,V47,S13,6,,5
48,C11,V48,S3,3,,3
49,C6,V49,S30,5,,3
50,C18,V50,S7,3,,1
51,C16,V51,S5,1,,1
52,C26,V52,S17,6,,5
53,C8,V53,S19,5,,5
54,C16,V54,S8,1,,1
55,C16,V55,S6,6,,1
56,C3,V56,S17,5,,5
57,C16,V57,S24,1,,3
58,C29,V58,S21,4,,1
59,C7,V59,S19,3,,5
60,C21,V60,S29,4,,3
61,C25,V61,S6,1,,2
62,C1,V62,S4,1,,2
63,C15,V63,S17,1,,1
64,C6,V64,S10,1,,3
65,C16,V65,S3,5,,3
66,C27,V66,S13,3,,1
67,C24,V67,S28,2,,3
68,C28,V68,S21,2,,2
69,C12,V69,S7,4,,5
70,C6,V70,S21,6,,3
71,C17,V71,S15,4,,3
72,C28,V72,S19,3,,4
73,C22,V73,S22,3,,3
74,C21,V74,S20,5,,4
75,C24,V75,S10,2,,5
76,C18,V76,S12,5,,2
77,C30,V77,S24,6,,4
78,C1,V78,S26,1,,4
79,C12,V79,S28,3,,4
80,C3,V80,S2,4,,5
81,C19,V81,S13,4,K12,3
82,C13,V82,S4,5,K24,4
83,C25,V83,S30,6,K10,4
84,C23,V84,S3,6,K7,4
85,C26,V85,S6,2,K24,4
86,C11,V86,S14,4,K40,2
87,C9,V87,S7,3,K27,4
