id,cluster,client,skill,demand,consultant,priority
1,C3,V1,S3,5,,2
2,C3,V2,S9,6,,2
3,C1,V3,S8,3,,4
4,C7,V4,S1,5,,1
5,C2,V5,S5,4,,3
6,C5,V6,S1,5,,4
7,C1,V7,S4,1,,4
8,C7,V8,S6,6,,4
9,C1,V9,S3,4,,2
10,C8,V10,S10,3,,2
11,C10,V11,S6,3,,1
12,C4,V12,S10,6,,2
13,C7,V13,S5,5,,1
14,C7,V14,S1,4,,3
15,C1,V15,S8,2,,1
16,C6,V16,S6,3,,2
17,C4,V17,S1,4,,2
18,C7,V18,S4,3,,3
19,C3,V19,S8,5,,4
20,C6,V20,S1,2,,1
21,C10,V21,S3,1,,3
22,C8,V22,S9,6,,1
23,C1,V23,S7,5,,5
24,C2,V24,S10,2,,4
25,C1,V25,S2,2,,3
26,C2,V26,S3,5,,5
27,C4,V27,S10,1,,5
28,C7,V28,S4,1,,4
29,C10,V29,S2,2,,2
30,C2,V30,S1,5,,5
31,C3,V31,S4,6,,1
32,C9,V32,S10,2,,3
33,C1,V33,S1,4,,4
34,C10,V34,S2,5,,4
35,C5,V35,S7,5,,4
36,C4,V36,S4,4,,1
37,C10,V37,S8,6,K20,2
38,C6,V38,S4,3,K11,3
39,C8,V39,S7,6,K13,3
