id,cluster,client,skill,demand,consultant,priority
1,C44,V1,S46,3,,5
2,C47,V2,S22,4,,4
3,C40,V3,S10,1,,4
4,C17,V4,S44,6,,3
5,C14,V5,S3,3,,2
6,C29,V6,S30,2,,4
7,C4,V7,S39,4,,1
8,C8,V8,S33,5,,2
9,C25,V9,S29,6,,5
10,C27,V10,S9,6,,5
11,C8,V11,S22,6,,3
12,C22,V12,S20,4,,1
13,C8,V13,S20,3,,3
14,C27,V14,S38,1,,5
15,C2,V15,S22,2,,4
16,C21,V16,S47,1,,1
17,C47,V17,S48,3,,4
18,C38,V18,S5,5,,4
19,C29,V19,S17,1,,5
20,C24,V20,S30,4,,1
21,C13,V21,S29,1,,1
22,C33,V22,S28,3,,1
23,C46,V23,S6,6,,3
24,C14,V24,S20,6,,2
25,C22,V25,S10,4,,5
26,C38,V26,S23,5,,5
27,C42,V27,S45,2,,5
28,C2,V28,S27,2,,2
29,C3,V29,S30,1,,1
30,C31,V30,S49,2,,3
31,C1,V31,S35,2,,1
32,C12,V32,S43,6,,4
33,C31,V33,S35,2,,5
34,C17,V34,S45,2,,1
35,C21,V35,S31,2,,5
36,C2,V36,S33,4,,2
37,C13,V37,S39,2,,4
38,C32,V38,S6,1,,1
39,C17,V39,S1,3,,1
40,C2,V40,S31,4,,2
41,C27,V41,S15,3,,1
42,C33,V42,S46,2,,5
43,C33,V43,S50,1,,1
44,C11,V44,S9,1,,1
45,C24,V45,S12,5,,4
46,C36,V46,S39,5,,3
47,C46,V47,S4,4,,4
48,C34,V48,S32,2,,1
49,C29,V49,S14,5,,5
50,C2,V50,S44,2,,5
51,C46,V51,S18,4,,3
52,C15,V52,S20,5,,5
53,C44,V53,S35,1,,4
54,C13,V54,S50,4,,1
55,C26,V55,S1,3,,5
56,C33,V56,S24,2,,5
57,C48,V57,S40,1,,4
58,C40,V58,S47,6,,5
59,C28,V59,S9,1,,4
60,C42,V60,S29,1,,3
61,C19,V61,S48,4,,2
