id,cluster,client,skill,demand,consultant,priority
1,C25,V1,S1,1,,2
2,C22,V2,S20,6,,1
3,C25,V3,S17,2,,4
4,C6,V4,S25,6,,5
5,C2,V5,S26,2,,4
6,C25,V6,S25,5,,3
7,C22,V7,S26,1,,5
8,C13,V8,S9,3,,2
9,C9,V9,S2,5,,2
10,C19,V10,S30,5,,1
11,C15,V11,S8,4,,3
12,C17,V12,S30,6,,1
13,C2,V13,S19,5,,5
14,C16,V14,S21,5,,2
15,C15,V15,S4,6,,4
16,C25,V16,S24,1,,1
17,C7,V17,S5,1,,4
18,C2,V18,S16,1,,3
19,C3,V19,S15,5,,4
20,C29,V20,S5,4,,4
21,C5,V21,S19,6,,3
22,C11,V22,S2,5,,5
23,C14,V23,S3,1,,3
24,C11,V24,S29,4,,1
25,C11,V25,S21,4,,4
26,C27,V26,S25,2,,4
27,C16,V27,S19,4,,4
28,C27,V28,S19,6,,1
29,C8,V29,S7,6,,4
30,C8,V30,S14,1,,4
31,C6,V31,S19,4,,4
32,C17,V32,S20,6,,2
33,C21,V33,S21,6,,4
34,C4,V34,S10,5,,4
35,C28,V35,S12,2,,3
36,C25,V36,S28,6,,1
37,C27,V37,S25,1,,5
38,C22,V38,S28,3,,5
39,C23,V39,S17,6,,3
40,C20,V40,S28,4,,4
41,C30,V41,S28,3,,3
42,C10,V42,S24,1,,3
43,C7,V43,S13,4,,5
44,C12,V44,S4,1,,5
45,C18,V45,S26,4,,5
46,C11,V46,S5,1,,1
47,C25,V47,S24,5,,1
48,C3,V48,S2,3,,5
49,C1,V49,S27,4,,1
50,C1,V50,S8,2,,2
51,C17,V51,S19,1,,3
52,C30,V52,S30,1,,1
53,C13,V53,S29,6,,2
54,C21,V54,S11,1,,3
55,C10,V55,S13,3,,4
56,C16,V56,S11,1,,3
57,C14,V57,S7,1,,2
58,C8,V58,S18,3,,5
59,C20,V59,S26,3,,4
60,C19,V60,S15,3,,2
61,C24,V61,S30,1,,5
62,C3,V62,S6,3,,4
63,C30,V63,S12,5,,3
64,C8,V64,S29,6,,4
65,C23,V65,S24,3,,3
66,C26,V66,S27,4,,5
67,C20,V67,S23,3,,2
68,C15,V68,S9,3,,1
69,C4,V69,S12,6,,2
70,C21,V70,S14,2,,3
71,C28,V71,S2,5,,4
72,C16,V72,S28,1,,2
73,C30,V73,S17,2,,3
74,C20,V74,S27,2,,1
75,C19,V75,S29,1,,4
76,C14,V76,S17,6,,2
77,C17,V77,S10,2,,1
78,C14,V78,S6,3,,5
79,C8,V79,S25,5,,1
80,C12,V80,S15,1,K15,3
81,C10,V81,S20,5,K27,2
82,C8,V82,S6,1,K21,5
83,C4,V83,S29,6,K22,3
84,C30,V84,S18,3,K27,2
85,C11,V85,S22,6,K24,2
86,C10,V86,S5,1,K36,1
87,C17,V87,S15,2,K3,4
88,C5,V88,S30,5,K8,5
