airport_from,airport_to,cost,distance
C1,C1,0.0,0.0
C1,C2,43.9,43.9
C1,C3,78.6,78.6
C1,C4,49.6,49.6
C1,C5,10.2,10.2
C1,C6,60.6,60.6
C1,C7,91.7,91.7
C1,C8,45.2,45.2
C1,C9,55.5,55.5
C1,C10,31.4,31.4
C2,C1,43.9,43.9
C2,C2,0.0,0.0
C2,C3,62.9,62.9
C2,C4,81.9,81.9
C2,C5,35.5,35.5
C2,C6,67.7,67.7
C2,C7,70.5,70.5
C2,C8,44.1,44.1
C2,C9,47.0,47.0
C2,C10,28.1,28.1
C3,C1,78.6,78.6
C3,C2,62.9,62.9
C3,C3,0.0,0.0
C3,C4,76.5,76.5
C3,C5,69.4,69.4
C3,C6,35.8,35.8
C3,C7,14.9,14.9
C3,C8,34.1,34.1
C3,C9,23.2,23.2
C3,C10,86.0,86.0
C4,C1,49.6,49.6
C4,C2,81.9,81.9
C4,C3,76.5,76.5
C4,C4,0.0,0.0
C4,C5,51.0,51.0
C4,C6,41.8,41.8
C4,C7,91.3,91.3
C4,C8,49.5,49.5
C4,C9,58.4,58.4
C4,C10,80.1,80.1
C5,C1,10.2,10.2
C5,C2,35.5,35.5
C5,C3,69.4,69.4
C5,C4,51.0,51.0
C5,C5,0.0,0.0
C5,C6,54.5,54.5
C5,C7,82.0,82.0
C5,C8,36.7,36.7
C5,C9,46.5,46.5
C5,C10,29.4,29.4
C6,C1,60.6,60.6
C6,C2,67.7,67.7
C6,C3,35.8,35.8
C6,C4,41.8,41.8
C6,C5,54.5,54.5
C6,C6,0.0,0.0
C6,C7,50.2,50.2
C6,C8,23.5,23.5
C6,C9,24.7,24.7
C6,C10,80.5,80.5
C7,C1,91.7,91.7
C7,C2,70.5,70.5
C7,C3,14.9,14.9
C7,C4,91.3,91.3
C7,C5,82.0,82.0
C7,C6,50.2,50.2
C7,C7,0.0,0.0
C7,C8,48.1,48.1
C7,C9,37.1,37.1
C7,C10,95.7,95.7
C8,C1,45.2,45.2
C8,C2,44.1,44.1
C8,C3,34.1,34.1
C8,C4,49.5,49.5
C8,C5,36.7,36.7
C8,C6,23.5,23.5
C8,C7,48.1,48.1
C8,C8,0.0,0.0
C8,C9,11.0,11.0
C8,C10,58.9,58.9
C9,C1,55.5,55.5
C9,C2,47.0,47.0
C9,C3,23.2,23.2
C9,C4,58.4,58.4
C9,C5,46.5,46.5
C9,C6,24.7,24.7
C9,C7,37.1,37.1
C9,C8,11.0,11.0
C9,C9,0.0,0.0
C9,C10,65.9,65.9
C10,C1,31.4,31.4
C10,C2,28.1,28.1
C10,C3,86.0,86.0
C10,C4,80.1,80.1
C10,C5,29.4,29.4
C10,C6,80.5,80.5
C10,C7,95.7,95.7
C10,C8,58.9,58.9
C10,C9,65.9,65.9
C10,C10,0.0,0.0
