airport_from,airport_to,cost,distance
C1,C1,0.0,0.0
C1,C2,33.8,33.8
C1,C3,38.9,38.9
C1,C4,36.2,36.2
C1,C5,29.8,29.8
C1,C6,17.5,17.5
C1,C7,53.9,53.9
C1,C8,55.2,55.2
C1,C9,63.6,63.6
C1,C10,52.5,52.5
C1,C11,58.3,58.3
C1,C12,18.2,18.2
C1,C13,41.1,41.1
C1,C14,21.9,21.9
C1,C15,23.3,23.3
C1,C16,29.4,29.4
C1,C17,65.2,65.2
C1,C18,62.1,62.1
C1,C19,31.8,31.8
C1,C20,34.7,34.7
C1,C21,44.1,44.1
C1,C22,47.1,47.1
C1,C23,23.8,23.8
C1,C24,42.4,42.4
C1,C25,36.1,36.1
C1,C26,42.7,42.7
C1,C27,81.2,81.2
C1,C28,73.4,73.4
C1,C29,45.8,45.8
C1,C30,43.9,43.9
C2,C1,33.8,33.8
C2,C2,0.0,0.0
C2,C3,72.5,72.5
C2,C4,24.4,24.4
C2,C5,52.4,52.4
C2,C6,44.1,44.1
C2,C7,60.4,60.4
C2,C8,87.2,87.2
C2,C9,80.6,80.6
C2,C10,26.8,26.8
C2,C11,69.0,69.0
C2,C12,44.7,44.7
C2,C13,46.1,46.1
C2,C14,43.1,43.1
C2,C15,48.4,48.4
C2,C16,25.1,25.1
C2,C17,97.7,97.7
C2,C18,86.7,86.7
C2,C19,37.0,37.0
C2,C20,68.1,68.1
C2,C21,64.6,64.6
C2,C22,37.1,37.1
C2,C23,37.1,37.1
C2,C24,74.3,74.3
C2,C25,66.2,66.2
C2,C26,8.9,8.9
C2,C27,85.9,85.9
C2,C28,78.9,78.9
C2,C29,46.9,46.9
C2,C30,57.3,57.3
C3,C1,38.9,38.9
C3,C2,72.5,72.5
C3,C3,0.0,0.0
C3,C4,68.0,68.0
C3,C5,35.1,35.1
C3,C6,38.3,38.3
C3,C7,64.5,64.5
C3,C8,20.0,20.0
C3,C9,57.2,57.2
C3,C10,86.9,86.9
C3,C11,62.4,62.4
C3,C12,32.3,32.3
C3,C13,59.0,59.0
C3,C14,44.9,44.9
C3,C15,32.2,32.2
C3,C16,65.0,65.0
C3,C17,27.9,27.9
C3,C18,43.0,43.0
C3,C19,61.7,61.7
C3,C20,4.5,4.5
C3,C21,41.2,41.2
C3,C22,74.1,74.1
C3,C23,52.6,52.6
C3,C24,25.2,25.2
C3,C25,30.1,30.1
C3,C26,81.2,81.2
C3,C27,86.3,86.3
C3,C28,79.3,79.3
C3,C29,65.0,65.0
C3,C30,51.2,51.2
C4,C1,36.2,36.2
C4,C2,24.4,24.4
C4,C3,68.0,68.0
C4,C4,0.0,0.0
C4,C5,38.3,38.3
C4,C6,52.6,52.6
C4,C7,37.0,37.0
C4,C8,77.9,77.9
C4,C9,59.8,59.8
C4,C10,19.4,19.4
C4,C11,46.4,46.4
C4,C12,35.8,35.8
C4,C13,23.5,23.5
C4,C14,54.8,54.8
C4,C15,37.2,37.2
C4,C16,45.3,45.3
C4,C17,88.8,88.8
C4,C18,69.9,69.9
C4,C19,55.4,55.4
C4,C20,63.6,63.6
C4,C21,46.9,46.9
C4,C22,13.5,13.5
C4,C23,52.0,52.0
C4,C24,78.0,78.0
C4,C25,72.2,72.2
C4,C26,27.0,27.0
C4,C27,61.6,61.6
C4,C28,54.7,54.7
C4,C29,23.0,23.0
C4,C30,36.8,36.8
C5,C1,29.8,29.8
C5,C2,52.4,52.4
C5,C3,35.1,35.1
C5,C4,38.3,38.3
C5,C5,0.0,0.0
C5,C6,43.9,43.9
C5,C7,30.5,30.5
C5,C8,40.2,40.2
C5,C9,33.8,33.8
C5,C10,57.6,57.6
C5,C11,31.1,31.1
C5,C12,11.7,11.7
C5,C13,24.1,24.1
C5,C14,50.1,50.1
C5,C15,6.7,6.7
C5,C16,58.0,58.0
C5,C17,51.0,51.0
C5,C18,34.5,34.5
C5,C19,61.6,61.6
C5,C20,31.3,31.3
C5,C21,14.3,14.3
C5,C22,40.9,40.9
C5,C23,53.5,53.5
C5,C24,54.1,54.1
C5,C25,53.0,53.0
C5,C26,59.5,59.5
C5,C27,55.4,55.4
C5,C28,47.8,47.8
C5,C29,30.1,30.1
C5,C30,17.5,17.5
C6,C1,17.5,17.5
C6,C2,44.1,44.1
C6,C3,38.3,38.3
C6,C4,52.6,52.6
C6,C5,43.9,43.9
C6,C6,0.0,0.0
C6,C7,70.7,70.7
C6,C8,57.7,57.7
C6,C9,77.4,77.4
C6,C10,67.0,67.0
C6,C11,74.2,74.2
C6,C12,32.4,32.4
C6,C13,58.4,58.4
C6,C14,7.0,7.0
C6,C15,37.2,37.2
C6,C16,28.3,28.3
C6,C17,66.1,66.1
C6,C18,72.0,72.0
C6,C19,23.4,23.4
C6,C20,35.2,35.2
C6,C21,57.7,57.7
C6,C22,64.3,64.3
C6,C23,14.3,14.3
C6,C24,30.9,30.9
C6,C25,22.1,22.1
C6,C26,52.9,52.9
C6,C27,97.7,97.7
C6,C28,89.9,89.9
C6,C29,63.2,63.2
C6,C30,59.8,59.8
C7,C1,53.9,53.9
C7,C2,60.4,60.4
C7,C3,64.5,64.5
C7,C4,37.0,37.0
C7,C5,30.5,30.5
C7,C6,70.7,70.7
C7,C7,0.0,0.0
C7,C8,64.3,64.3
C7,C9,26.2,26.2
C7,C10,50.9,50.9
C7,C11,10.3,10.3
C7,C12,39.4,39.4
C7,C13,14.6,14.6
C7,C14,75.8,75.8
C7,C15,35.8,35.8
C7,C16,76.2,76.2
C7,C17,74.0,74.0
C7,C18,43.4,43.4
C7,C19,83.4,83.4
C7,C20,61.1,61.1
C7,C21,25.1,25.1
C7,C22,28.8,28.8
C7,C23,76.8,76.8
C7,C24,84.6,84.6
C7,C25,83.0,83.0
C7,C26,64.0,64.0
C7,C27,27.5,27.5
C7,C28,19.7,19.7
C7,C29,14.1,14.1
C7,C30,13.3,13.3
C8,C1,55.2,55.2
C8,C2,87.2,87.2
C8,C3,20.0,20.0
C8,C4,77.9,77.9
C8,C5,40.2,40.2
C8,C6,57.7,57.7
C8,C7,64.3,64.3
C8,C8,0.0,0.0
C8,C9,49.0,49.0
C8,C10,97.3,97.3
C8,C11,59.1,59.1
C8,C12,43.2,43.2
C8,C13,63.2,63.2
C8,C14,64.5,64.5
C8,C15,40.8,40.8
C8,C16,83.3,83.3
C8,C17,10.8,10.8
C8,C18,30.0,30.0
C8,C19,81.0,81.0
C8,C20,22.6,22.6
C8,C21,39.2,39.2
C8,C22,81.0,81.0
C8,C23,71.8,71.8
C8,C24,43.0,43.0
C8,C25,49.5,49.5
C8,C26,95.5,95.5
C8,C27,80.8,80.8
C8,C28,74.8,74.8
C8,C29,69.0,69.0
C8,C30,51.8,51.8
C9,C1,63.6,63.6
C9,C2,80.6,80.6
C9,C3,57.2,57.2
C9,C4,59.8,59.8
C9,C5,33.8,33.8
C9,C6,77.4,77.4
C9,C7,26.2,26.2
C9,C8,49.0,49.0
C9,C9,0.0,0.0
C9,C10,76.0,76.0
C9,C11,16.3,16.3
C9,C12,45.5,45.5
C9,C13,36.4,36.4
C9,C14,83.8,83.8
C9,C15,40.5,40.5
C9,C16,90.9,90.9
C9,C17,56.6,56.6
C9,C18,21.0,21.0
C9,C19,95.3,95.3
C9,C20,55.3,55.3
C9,C21,19.7,19.7
C9,C22,54.2,54.2
C9,C23,87.3,87.3
C9,C24,81.4,81.4
C9,C25,83.0,83.0
C9,C26,85.9,85.9
C9,C27,32.1,32.1
C9,C28,27.2,27.2
C9,C29,38.9,38.9
C9,C30,23.3,23.3
C10,C1,52.5,52.5
C10,C2,26.8,26.8
C10,C3,86.9,86.9
C10,C4,19.4,19.4
C10,C5,57.6,57.6
C10,C6,67.0,67.0
C10,C7,50.9,50.9
C10,C8,97.3,97.3
C10,C9,76.0,76.0
C10,C10,0.0,0.0
C10,C11,61.1,61.1
C10,C12,55.0,55.0
C10,C13,40.0,40.0
C10,C14,67.6,67.6
C10,C15,56.6,56.6
C10,C16,51.9,51.9
C10,C17,108.2,108.2
C10,C18,88.2,88.2
C10,C19,63.7,63.7
C10,C20,82.5,82.5
C10,C21,65.3,65.3
C10,C22,22.1,22.1
C10,C23,62.8,62.8
C10,C24,94.9,94.9
C10,C25,88.1,88.1
C10,C26,22.6,22.6
C10,C27,71.0,71.0
C10,C28,65.4,65.4
C10,C29,37.2,37.2
C10,C30,54.1,54.1
C11,C1,58.3,58.3
C11,C2,69.0,69.0
C11,C3,62.4,62.4
C11,C4,46.4,46.4
C11,C5,31.1,31.1
C11,C6,74.2,74.2
C11,C7,10.3,10.3
C11,C8,59.1,59.1
C11,C9,16.3,16.3
C11,C10,61.1,61.1
C11,C11,0.0,0.0
C11,C12,41.9,41.9
C11,C13,23.0,23.0
C11,C14,79.9,79.9
C11,C15,37.5,37.5
C11,C16,82.9,82.9
C11,C17,68.1,68.1
C11,C18,35.1,35.1
C11,C19,89.1,89.1
C11,C20,59.5,59.5
C11,C21,21.2,21.2
C11,C22,39.0,39.0
C11,C23,81.9,81.9
C11,C24,84.4,84.4
C11,C25,84.0,84.0
C11,C26,73.2,73.2
C11,C27,24.4,24.4
C11,C28,17.0,17.0
C11,C29,24.0,24.0
C11,C30,14.4,14.4
C12,C1,18.2,18.2
C12,C2,44.7,44.7
C12,C3,32.3,32.3
C12,C4,35.8,35.8
C12,C5,11.7,11.7
C12,C6,32.4,32.4
C12,C7,39.4,39.4
C12,C8,43.2,43.2
C12,C9,45.5,45.5
C12,C10,55.0,55.0
C12,C11,41.9,41.9
C12,C12,0.0,0.0
C12,C13,29.4,29.4
C12,C14,38.5,38.5
C12,C15,5.1,5.1
C12,C16,47.0,47.0
C12,C17,53.9,53.9
C12,C18,44.4,44.4
C12,C19,50.0,50.0
C12,C20,27.9,27.9
C12,C21,26.0,26.0
C12,C22,42.2,42.2
C12,C23,41.8,41.8
C12,C24,46.6,46.6
C12,C25,43.8,43.8
C12,C26,52.6,52.6
C12,C27,65.8,65.8
C12,C28,58.0,58.0
C12,C29,35.2,35.2
C12,C30,27.6,27.6
C13,C1,41.1,41.1
C13,C2,46.1,46.1
C13,C3,59.0,59.0
C13,C4,23.5,23.5
C13,C5,24.1,24.1
C13,C6,58.4,58.4
C13,C7,14.6,14.6
C13,C8,63.2,63.2
C13,C9,36.4,36.4
