id,cluster,client,skill,demand,consultant,priority
1,C2,V1,S2,1,,2
2,C5,V2,S7,4,,1
3,C6,V3,S8,4,,3
4,C7,V4,S4,2,,4
5,C9,V5,S3,6,,5
6,C2,V6,S2,6,,2
7,C10,V7,S10,4,,2
8,C8,V8,S7,3,,1
9,C10,V9,S9,1,,2
10,C10,V10,S3,2,,5
11,C6,V11,S5,1,,4
12,C5,V12,S6,2,,1
13,C1,V13,S6,1,,1
14,C7,V14,S6,5,,4
15,C9,V15,S3,5,,1
16,C8,V16,S7,6,,5
17,C8,V17,S1,2,,2
18,C9,V18,S7,2,,5
19,C2,V19,S2,5,,1
20,C9,V20,S5,2,,4
21,C4,V21,S8,5,,2
22,C10,V22,S9,1,,3
23,C5,V23,S1,1,,3
24,C3,V24,S1,6,,3
25,C7,V25,S7,6,,5
26,C7,V26,S2,5,,5
27,C4,V27,S2,6,,3
28,C2,V28,S5,4,,4
29,C9,V29,S1,4,,1
30,C7,V30,S5,4,,5
31,C4,V31,S9,2,,2
32,C1,V32,S1,5,,1
33,C5,V33,S4,3,,3
34,C6,V34,S10,3,,3
35,C3,V35,S5,5,,5
36,C4,V36,S10,1,,5
37,C6,V37,S8,4,,1
38,C8,V38,S9,6,,1
39,C2,V39,S8,6,K16,4
40,C6,V40,S9,3,K17,5
41,C10,V41,S6,6,K18,3
