id,cluster,client,skill,demand,consultant,priority
1,C23,V1,S14,3,,5
2,C3,V2,S12,5,,2
3,C21,V3,S11,6,,3
4,C17,V4,S19,1,,5
5,C8,V5,S6,5,,1
6,C23,V6,S11,2,,2
7,C25,V7,S18,4,,5
8,C20,V8,S17,3,,2
9,C28,V9,S13,3,,5
10,C26,V10,S14,3,,1
11,C26,V11,S14,1,,1
12,C27,V12,S23,2,,2
13,C5,V13,S1,2,,2
14,C12,V14,S29,3,,4
15,C2,V15,S8,4,,4
16,C20,V16,S9,4,,4
17,C3,V17,S15,1,,4
18,C20,V18,S8,2,,4
19,C27,V19,S8,5,,4
20,C21,V20,S29,6,,5
21,C6,V21,S9,6,,2
22,C26,V22,S16,5,,5
23,C4,V23,S8,6,,1
24,C9,V24,S19,6,,5
25,C28,V25,S19,6,,3
26,C29,V26,S24,4,,2
27,C19,V27,S3,3,,2
28,C17,V28,S7,2,,4
29,C17,V29,S21,1,,4
30,C18,V30,S24,3,,3
31,C24,V31,S28,2,,3
32,C20,V32,S16,5,,4
33,C7,V33,S16,2,,3
34,C5,V34,S18,1,,4
35,C10,V35,S1,3,,1
36,C21,V36,S13,5,,4
37,C25,V37,S18,2,,5
38,C11,V38,S20,4,,3
39,C12,V39,S22,1,,5
40,C23,V40,S20,1,,1
41,C11,V41,S3,3,,2
42,C2,V42,S4,5,,3
43,C9,V43,S25,6,,4
44,C19,V44,S23,2,,3
45,C22,V45,S12,6,,2
46,C27,V46,S7,5,,3
47,C7,V47,S7,5,,4
48,C22,V48,S28,1,,1
49,C17,V49,S14,5,,2
50,C20,V50,S20,3,,5
51,C18,V51,S4,2,,3
52,C13,V52,S2,3,,1
53,C18,V53,S4,1,,2
54,C12,V54,S5,1,,3
55,C29,V55,S16,3,,2
56,C22,V56,S3,4,,3
57,C12,V57,S12,1,,3
58,C14,V58,S5,3,,3
59,C26,V59,S3,1,,3
60,C28,V60,S21,2,,3
61,C28,V61,S2,1,,5
62,C17,V62,S16,3,,5
63,C25,V63,S28,2,,5
64,C6,V64,S12,1,,4
65,C16,V65,S10,2,,1
66,C16,V66,S6,5,,3
67,C6,V67,S7,6,,4
68,C6,V68,S4,4,,5
69,C22,V69,S4,4,,1
70,C21,V70,S21,3,,4
71,C12,V71,S20,1,,4
72,C21,V72,S15,6,,2
73,C30,V73,S10,5,,4
74,C22,V74,S12,6,,1
75,C20,V75,S30,4,,1
76,C6,V76,S11,1,,1
77,C9,V77,S15,5,,2
78,C6,V78,S29,5,,4
79,C6,V79,S10,5,,2
80,C18,V80,S11,4,,5
81,C15,V81,S26,3,,2
82,C28,V82,S25,6,,4
83,C19,V83,S16,5,,3
84,C9,V84,S21,4,,5
85,C12,V85,S15,5,,1
86,C22,V86,S24,2,,1
87,C27,V87,S6,4,,3
88,C20,V88,S24,4,,4
89,C25,V89,S30,3,,2
90,C18,V90,S7,5,,2
91,C26,V91,S5,2,,2
92,C5,V92,S21,5,,1
93,C16,V93,S9,1,,4
94,C7,V94,S1,1,,1
95,C9,V95,S16,5,,5
96,C7,V96,S28,3,,3
97,C10,V97,S4,4,,3
98,C17,V98,S3,2,,5
99,C19,V99,S6,5,,2
100,C29,V100,S17,1,,2
101,C24,V101,S16,6,,5
102,C20,V102,S8,5,,5
103,C27,V103,S7,6,,4
104,C11,V104,S21,4,,5
105,C23,V105,S12,2,,2
106,C17,V106,S7,4,,2
107,C6,V107,S14,2,,4
108,C23,V108,S26,2,,2
109,C16,V109,S28,2,,5
110,C29,V110,S26,1,,1
111,C27,V111,S13,4,,4
112,C24,V112,S12,3,,1
113,C6,V113,S6,3,,2
114,C27,V114,S4,2,,2
115,C12,V115,S27,5,,4
116,C28,V116,S10,2,,1
117,C6,V117,S17,4,,3
118,C19,V118,S20,5,,1
119,C12,V119,S22,2,,4
120,C20,V120,S23,6,,4
121,C10,V121,S28,4,,5
122,C17,V122,S20,3,,4
123,C16,V123,S11,3,,1
124,C21,V124,S13,5,,1
125,C25,V125,S25,6,,5
126,C17,V126,S29,6,,2
127,C16,V127,S26,4,,4
128,C21,V128,S17,4,,2
129,C16,V129,S13,2,,3
130,C26,V130,S23,5,,4
131,C8,V131,S9,5,K20,5
132,C20,V132,S23,2,K53,1
133,C5,V133,S3,2,K30,5
134,C4,V134,S17,6,K54,4
135,C15,V135,S15,4,K21,2
136,C23,V136,S24,2,K59,1
137,C13,V137,S30,2,K39,3
138,C13,V138,S11,3,K55,1
139,C9,V139,S13,4,K37,1
140,C12,V140,S5,2,K2,3
141,C13,V141,S21,4,K50,2
142,C8,V142,S27,6,K13,2
143,C16,V143,S11,1,K47,2
144,C8,V144,S26,3,K37,1
145,C13,V145,S28,4,K49,2
