id,cluster,client,skill,demand,consultant,priority
1,C5,V1,S6,1,,5
2,C9,V2,S4,1,,4
3,C10,V3,S5,3,,5
4,C8,V4,S1,2,,5
5,C4,V5,S4,1,,3
6,C1,V6,S4,5,,1
7,C10,V7,S3,4,,5
8,C4,V8,S5,1,,5
9,C10,V9,S7,2,,1
10,C5,V10,S6,3,,5
11,C8,V11,S9,6,,5
12,C7,V12,S7,3,,3
13,C3,V13,S4,4,,4
14,C10,V14,S5,2,,5
15,C3,V15,S5,4,,5
16,C4,V16,S3,4,,3
17,C3,V17,S6,5,,2
18,C9,V18,S10,1,,5
19,C3,V19,S7,5,,1
20,C5,V20,S1,6,,1
21,C6,V21,S1,6,,1
22,C10,V22,S5,2,,5
23,C10,V23,S2,2,,4
24,C2,V24,S8,4,,4
25,C5,V25,S2,5,,3
26,C1,V26,S3,5,,4
27,C3,V27,S5,3,,2
28,C5,V28,S6,5,,1
29,C6,V29,S8,5,,4
30,C9,V30,S9,6,,3
31,C1,V31,S10,5,,2
32,C5,V32,S5,2,,4
33,C10,V33,S8,5,,2
34,C8,V34,S8,3,,4
35,C5,V35,S5,6,,4
36,C5,V36,S4,4,,3
37,C7,V37,S10,4,,4
38,C3,V38,S1,6,K17,2
39,C2,V39,S5,4,K10,2
40,C6,V40,S4,5,K7,1
